svyear,vsic1993,ER,XR,XSH,ESH,XRS,ERS
2005-2010,1410,1.46633663366337,0.43960396039604,0.181190432483119,0.3877523216483,0.282088780985391,0.234343417901358
2005-2010,1421,1.83333333333333,0.5,0.134098434023015,0.0191584089825566,0.154865679070246,0.00355138599304728
2005-2010,1422,0.290322580645161,0.274193548387097,0.128493796780478,0.175150090578354,0.39027907923093,0.519057662452067
2005-2010,1429,2.05714285714286,0.4,0.288640261880472,0.447515809435249,0.608637753333123,0.19125154494925
2005-2010,1511,1.81818181818182,0.414141414141414,0.110834661222458,0.225327002031169,0.176334467309577,0.0856442448689418
2005-2010,1512,0.852482269503546,0.323404255319149,0.0898018566826761,0.319088383588159,0.206411030814066,0.368033860535083
2005-2010,1513,1.29081632653061,0.38265306122449,0.210383400659132,0.233349692391049,0.429852352833931,0.197302798541826
2005-2010,1514,1.1025641025641,0.41025641025641,0.0214501880182376,0.106634257897281,0.0315105525530378,0.063844991983332
2005-2010,1520,2,0.341463414634146,0.0561511315421906,0.106510463354805,0.114733906659407,0.0363436849683148
2005-2010,1531,0.288852725793328,0.446704637917006,0.285230345272245,0.315968607621274,0.494272205607222,0.8665902114294
2005-2010,1532,0.747368421052632,0.389473684210526,0.0956144238971349,0.129659003156665,0.16572806317707,0.140581991458784
2005-2010,1533,0.959627329192547,0.450310559006211,0.0893697575083067,0.256018325685946,0.119799160389352,0.183752932910229
2005-2010,1541,1.56488549618321,0.465648854961832,0.334034979758865,0.389529174123892,0.575584028561576,0.22721870227835
2005-2010,1542,0.468085106382979,0.234042553191489,0.0269063619572564,0.10632292368798,0.0904919949579575,0.200089977624176
2005-2010,1543,1.38636363636364,0.454545454545455,0.260709724252843,0.409115191334707,0.423178390635845,0.192957590698658
2005-2010,1544,0.932203389830508,0.372881355932203,0.184075356787093,0.0273350814092418,0.379423865236068,0.0229935984942944
2005-2010,1549,0.805555555555556,0.387037037037037,0.115461151599938,0.150697634134231,0.20672865584793,0.119922914250149
2005-2010,1551,1.75409836065574,0.60655737704918,0.0505737912231591,0.332518026832142,0.0345520494701781,0.116394346046229
2005-2010,1552,0.478260869565217,0.434782608695652,0.0115429149570007,0.0122264392019401,0.015181022698065,0.00900201841406345
2005-2010,1553,0.353260869565217,0.456521739130435,0.168172723377259,0.337900215856124,0.240681724072587,0.722336388730753
2005-2010,1554,1.59055118110236,0.464566929133858,0.0907483554168167,0.199839641891404,0.11503011901081,0.0848983417126737
2005-2010,1600,0.178571428571429,0.107142857142857,0.00104221107246114,0.0109534907999046,0.00869415341346268,0.0553739925171129
2005-2010,1711,1.05339805825243,0.388349514563107,0.124858645737395,0.426028956964133,0.224709261056572,0.326657605258595
2005-2010,1712,1.728,0.32,0.0888626084830705,0.414874608675181,0.207249800946201,0.298713982769552
2005-2010,1721,2.36752136752137,0.384615384615385,0.0664356274110446,0.331365215244212,0.113861461489677,0.135972716361513
2005-2010,1722,1.63636363636364,0.386363636363636,0.214315601064633,0.375432340607879,0.433231972216989,0.233764050373746
2005-2010,1723,1.60526315789474,0.342105263157895,0.0802316802208944,0.413800182622802,0.167750605684641,0.381881925843964
2005-2010,1729,1.19745222929936,0.407643312101911,0.119762722612461,0.321968572281448,0.197708289306649,0.257635663052309
2005-2010,1730,1.45238095238095,0.476190476190476,0.164341773104996,0.379349036138747,0.216327614085955,0.30560577379813
2005-2010,1810,1.69403824521935,0.454443194600675,0.132541283481973,0.429793748668586,0.183426774836995,0.229979255633072
2005-2010,1820,2.09090909090909,0.272727272727273,0.352548803243424,0.529391911489398,1.45204788668562,0.293454874982948
2005-2010,1911,1.24,0.44,0.0348049342980237,0.281195135219967,0.04589454575626,0.2271473144437
2005-2010,1912,1.80874316939891,0.459016393442623,0.0892042665558346,0.555295886041356,0.11543049227055,0.309342198296803
2005-2010,1920,1.08121827411168,0.360406091370558,0.0794664165664969,0.22872769271481,0.153199091060783,0.164290864444696
2005-2010,2010,1.78899082568807,0.411009174311927,0.257216856831701,0.540185184210966,0.496243009209789,0.361473402343185
2005-2010,2021,1.74331550802139,0.401069518716578,0.100356496428378,0.405587521059247,0.166583430812396,0.257444831567216
2005-2010,2022,1.93333333333333,0.461538461538462,0.178648436511659,0.615615665316969,0.253756351354686,0.433314083053804
2005-2010,2023,1.86111111111111,0.388888888888889,0.416372141372141,0.629753695882313,1.12108952584507,0.482346122014996
2005-2010,2029,1.26544021024967,0.459921156373193,0.194192092406224,0.52979236301584,0.28299176241745,0.396633530934859
2005-2010,2101,0.814159292035398,0.306784660766962,0.237464616648115,0.353763772288706,0.703677118196442,0.364947839112016
2005-2010,2102,1.19621749408983,0.411347517730496,0.236755117980518,0.363598241831259,0.443900438484772,0.277763383654198
2005-2010,2109,1.54237288135593,0.39406779661017,0.302053392080027,0.318941517642367,0.665448737234211,0.23286479791224
2005-2010,2211,0.541666666666667,0.354166666666667,0.068581196348898,0.157225732855315,0.134268095239219,0.193732631372148
2005-2010,2212,0.675,0.225,0.00654515625690741,0.044498016773481,0.0226929560504066,0.0534696070250077
2005-2010,2213,11.625,0.25,0.0113118883829086,0.929060510423606,0.0343239336550947,0.704114028815086
2005-2010,2219,0.692307692307692,0.423076923076923,0.76078182969867,0.691839557399723,4.33675153716007,1.12253141831239
2005-2010,2221,2.05434782608696,0.402173913043478,0.118574049313975,0.507647691411509,0.199969971176844,0.296078095612683
2005-2010,2222,2.90116279069767,0.5,0.377510011390419,0.628791798869352,0.606451538656294,0.353038524895667
2005-2010,2230,1,0.25,0.0120595144870791,0.0462468163565056,0.0366201648700063,0.0242446458631127
2005-2010,2310,3.75,0.25,0.0121334681496461,0.940893950585263,0.0368474923234391,4.24499786356635
2005-2010,2320,2.27272727272727,0.363636363636364,0.266766452384233,0.936698672800481,0.636688396473975,7.69467768536693
2005-2010,2411,1.25641025641026,0.217948717948718,0.187897283177656,0.390895671554002,0.830214761261997,0.399459666468658
2005-2010,2412,1.44525547445255,0.306569343065693,0.0478292663039329,0.236476452518616,0.113619586679934,0.148601735417978
2005-2010,2413,3.11111111111111,0.37037037037037,0.0126379107618046,0.584043746783949,0.0217594421836109,0.651903093301609
2005-2010,2421,0.930232558139535,0.186046511627907,0.0134347062831226,0.265912632937274,0.0595772427461138,0.353179783152008
2005-2010,2422,1.1625,0.395833333333333,0.0782991955000182,0.514874699049903,0.129661705632988,0.551583701488221
2005-2010,2423,0.671296296296296,0.277777777777778,0.0397913574987979,0.186859492665526,0.107744843065964,0.253572147925749
2005-2010,2424,1.44578313253012,0.391566265060241,0.149497006574623,0.133501395463684,0.273127020684464,0.0577762307253474
2005-2010,2429,1.10416666666667,0.401041666666667,0.115842394415557,0.415063488590279,0.195679330461238,0.394958939167402
2005-2010,2430,3.25,0.25,0.498175219073974,0.877739175939587,2.97818225410082,3.31349303432649
2005-2010,2511,1.40540540540541,0.297297297297297,0.132115730790177,0.434873081433827,0.359810122827055,0.369958658797643
2005-2010,2519,0.961538461538461,0.379120879120879,0.199058658042785,0.42436588255993,0.407014342772643,0.446541422144009
2005-2010,2520,1.39374498797113,0.337610264635124,0.181496826408942,0.37716922529216,0.435057459379572,0.285364743847152
2005-2010,2610,1.23076923076923,0.373626373626374,0.0780675771516561,0.635629196162265,0.141960510061235,0.576293827466649
2005-2010,2691,0.384615384615385,0.349358974358974,0.117695626547876,0.172823528848576,0.248434229542481,0.332549896760334
2005-2010,2692,1.81666666666667,0.3,0.0407378609821904,0.304883731242986,0.0990917968009988,0.249483592608005
2005-2010,2693,0.888575458392102,0.362482369534556,0.178886435605093,0.392042924384917,0.383159409773624,0.45037350118223
2005-2010,2694,0.728571428571429,0.264285714285714,0.0428267856269654,0.283663991064241,0.12455479274775,0.399875208018709
2005-2010,2695,1.83982683982684,0.333333333333333,0.249071486501511,0.600175260672742,0.663369367454476,0.646354217087948
2005-2010,2696,1.65079365079365,0.222222222222222,0.194853062727514,0.596622775165499,0.847032619730994,0.715831503076791
2005-2010,2699,1.14166666666667,0.466666666666667,0.257486308788309,0.372514066479091,0.39631601500361,0.303330551710339
2005-2010,2710,1.34645669291339,0.334645669291339,0.205032279984339,0.488056727827286,0.512791155205953,0.524059028104448
2005-2010,2720,1.46511627906977,0.372093023255814,0.083357185343536,0.570109150912286,0.153456993299986,0.568359372539865
2005-2010,2731,1.96078431372549,0.235294117647059,0.0287054176688116,0.51920026417639,0.0960497557802984,0.691115540035979
2005-2010,2732,0.727272727272727,0.393939393939394,0.0956278623469405,0.542384728840714,0.162676161837375,0.419773122906896
2005-2010,2811,1.69051878354204,0.376565295169946,0.232748519098511,0.456815415254072,0.502226787663895,0.228714989960521
2005-2010,2812,1.5625,0.302083333333333,0.385457493599132,0.528720390080504,1.44911005718162,0.403877732926946
2005-2010,2813,2.4,0.15,0.086253703240709,0.262235991824792,0.534908854639595,0.170318346639745
2005-2010,2891,1.69642857142857,0.375,0.112163339509177,0.289300554583911,0.210555508125352,0.132831592135201
2005-2010,2892,7.42608695652174,0.365217391304348,0.0679284220148008,0.5347921135435,0.12667060086787,0.228838438876892
2005-2010,2893,2.65789473684211,0.355263157894737,0.271430503315286,0.268537509387691,0.676114084999075,0.116316546897584
2005-2010,2899,1.66787330316742,0.426244343891403,0.24826139810931,0.478360388146565,0.444539846988839,0.324419467441911
2005-2010,2911,0.782608695652174,0.260869565217391,0.0451183507996909,0.248816824303793,0.133875572300347,0.128812920032033
2005-2010,2912,0.727272727272727,0.309090909090909,0.0370452388484657,0.315439445599496,0.0859926216946912,0.380152699343719
2005-2010,2913,1.13513513513514,0.216216216216216,0.0173340075814896,0.459737189166545,0.063944186496421,0.547039940500154
2005-2010,2914,0.833333333333333,0.5,0.813810380892154,0.412953462609837,4.37086871325931,0.281376985508308
2005-2010,2915,1.83333333333333,0.333333333333333,0.129338961023285,0.366144434543697,0.297105199918665,0.241561254170596
2005-2010,2919,1.34375,0.359375,0.112741978884721,0.493570828048634,0.226512273929417,0.475972222177757
2005-2010,2921,0.872093023255814,0.372093023255814,0.299524240846182,0.215170451612082,0.721576942274943,0.149875235698693
2005-2010,2922,1.54,0.4,0.117847974823583,0.499915194079919,0.200387186324287,0.311582597562474
2005-2010,2923,1.5,,,1,,
2005-2010,2924,2.39130434782609,0.391304347826087,0.403766758238015,0.19378324114391,1.05341597873627,0.0961444867104285
2005-2010,2925,1.18918918918919,0.324324324324324,0.446283000065347,0.193857846157201,1.67911812396199,0.0929111844875989
2005-2010,2926,1.05555555555556,0.388888888888889,0.440234899328859,0.953269194454595,1.23587143627909,9.66276015412449
2005-2010,2927,0.0769230769230769,0.230769230769231,0.534405487736354,0.0549745483593615,3.82597212567476,0.290862792446073
2005-2010,2929,1.45323741007194,0.366906474820144,0.0976701442260523,0.328281253495713,0.186770808073361,0.232262169186731
2005-2010,2930,1.36507936507937,0.373015873015873,0.271085211578165,0.206249233450724,0.625112665440927,0.117835009507605
2005-2010,3000,2.28,0.36,0.00903041672768833,0.159467946852885,0.0162003702773039,0.0399416050961395
2005-2010,3110,2.27272727272727,0.254545454545455,0.0216568886601994,0.462334960673034,0.0648277119007424,0.295803548377647
2005-2010,3120,0.745762711864407,0.322033898305085,0.348435105891582,0.393240908704207,1.12582430082342,0.574452771793877
2005-2010,3130,1.0353982300885,0.353982300884956,0.0612177949137289,0.247197688112021,0.119007875428666,0.196460678163541
2005-2010,3140,0.653846153846154,0.384615384615385,0.0180702750772962,0.202262334721008,0.0294445105284391,0.238630515533047
2005-2010,3150,2.10810810810811,0.432432432432432,0.13796666640812,0.259709778734001,0.210062932144557,0.139429086078577
2005-2010,3190,0.935251798561151,0.381294964028777,0.0760468081476269,0.196895025478603,0.133552985853007,0.0980668937312661
2005-2010,3210,2.7375,0.275,0.0716224240480293,0.738930832987342,0.203390042154799,0.672059050192544
2005-2010,3220,1.60526315789474,0.289473684210526,0.337003836449346,0.916880518754157,1.24765614101162,2.53167598394618
2005-2010,3230,0.696969696969697,0.444444444444444,0.165603447845143,0.267182946802955,0.248088644747911,0.253632740893643
2005-2010,3311,1.51923076923077,0.307692307692308,0.0834699251995319,0.487026063348567,0.20491125917481,0.348520083932746
2005-2010,3312,1.45,0.3,0.0730450023197072,0.785330575509947,0.183869054239425,1.13534231823547
2005-2010,3313,1,,,1,,
2005-2010,3320,3.3,0.4,0.00160881606161828,0.134847159904014,0.00241711278229432,0.0377854860641321
2005-2010,3330,1.15384615384615,0.461538461538462,0.0191346816985461,0.13113138618389,0.0227592870279358,0.0704302651894002
2005-2010,3410,0.625,0.175,0.00889896793979227,0.133602214907898,0.0423289615017783,0.203549601248898
2005-2010,3420,0.956521739130435,0.217391304347826,0.0171424383451207,0.63885830635452,0.0627891369513668,1.60817842061249
2005-2010,3430,0.949275362318841,0.304347826086957,0.0568589188718344,0.235026801094893,0.137798305827334,0.199351175011368
2005-2010,3511,1.29304029304029,0.366300366300366,0.255304612574302,0.33225508962096,0.593097509681582,0.253722426179278
2005-2010,3512,1.25925925925926,0.37037037037037,0.06426117474928,0.35389437654631,0.116746248125918,0.225537758196675
2005-2010,3520,1,0.428571428571429,0.252259066933802,0.534054638265447,0.449815447710185,0.491217593420347
2005-2010,3530,1,,,0.466371973890771,,0.582643028567005
2005-2010,3591,0.616766467065868,0.419161676646707,0.183325727511851,0.127819377764343,0.311062914689557,0.149397159381584
2005-2010,3592,0.591836734693878,0.387755102040816,0.0128209337739647,0.0743982687621784,0.0205064920192168,0.094236596082364
2005-2010,3599,0.545454545454545,0.327272727272727,0.1092482921945,0.269328158166631,0.252108339492958,0.135154596551364
2005-2010,3610,1.35724852071006,0.409023668639053,0.14496790589997,0.317201692570887,0.244968981727414,0.20860955816814
2005-2010,3691,1.03636363636364,0.454545454545455,0.0253908638983773,0.100853761155482,0.0312628268599318,0.0550991555344859
2005-2010,3692,1.75,0.25,0.0432742131288307,0.65284445684488,0.135694721693515,0.940276584541197
2005-2010,3693,0.888888888888889,0.25,0.0198224241172827,0.418358211569863,0.0606698967769117,0.674316789385665
2005-2010,3694,1.92452830188679,0.39622641509434,0.0317871262605965,0.401755028647447,0.0500277646003185,0.237019781617592
2005-2010,3699,2.09364548494983,0.40133779264214,0.140281617773551,0.477587573504195,0.243397625902762,0.25556609369289
2005-2010,3710,1.61904761904762,0.333333333333333,0.140092307692308,0.874465524340418,0.325831037320643,0.819522258253623
2005-2010,3720,3.58823529411765,0.352941176470588,0.126482078577887,0.799308750397604,0.26545970613701,0.652914472535589
2005-2010,4010,19.3870967741935,0.67741935483871,0.94252383861039,0.983446441282993,7.80881785904875,52.5891921903501
2005-2010,4020,4.33333333333333,0.333333333333333,0.0271908428353121,0.0170571707139424,0.0559017000098179,0.005339435889152
2005-2010,4100,0.96195652173913,0.173913043478261,0.0160427710434166,0.240749939003876,0.0774456045584796,0.293800095058703
2005-2010,4510,2.4510067114094,0.523489932885906,0.489934636350083,0.549620794135031,0.87433136050068,0.289382289044996
2005-2010,4520,2.07947261072261,0.437572843822844,0.292001111747858,0.482413635052407,0.530112261692267,0.242781535259317
2005-2010,4530,4.61538461538462,0.473244147157191,0.22977715201991,0.705010671062518,0.332058470441735,0.414778098180389
2005-2010,4540,5.84153005464481,0.573770491803279,0.550669018355501,0.771610745546424,0.910394409346921,0.268635757870982
2005-2010,4550,1.60526315789474,0.473684210526316,0.233478624576234,0.746777720395135,0.338438955900185,0.483458948813618
2005-2010,5010,3.05636070853462,0.553945249597424,0.321559681565789,0.694185881585015,0.381655273052383,0.387495842588924
2005-2010,5020,2.85294117647059,0.460084033613445,0.117955919784072,0.703647172930293,0.156934511677684,0.402136911971833
2005-2010,5030,2.69213483146067,0.474157303370787,0.290749577764325,0.616883601560267,0.454624557972525,0.392462817812415
2005-2010,5040,1.25809768637532,0.508483290488432,0.312480497967936,0.459297349336338,0.439338736732709,0.305133820093507
2005-2010,5050,0.601162572660791,0.341083817738609,0.187515421553849,0.246309789597347,0.445852208432416,0.326499273745731
2005-2010,5110,0.403640680648991,0.699248120300752,0.368869253360038,0.70833477849109,0.251379675526883,0.247620779735078
2005-2010,5121,2.26186579378069,0.549918166939444,0.305418943510622,0.556406237867091,0.359887243063692,0.235978189484811
2005-2010,5122,2.11507647487254,0.490531682447196,0.289793642394069,0.470580843485538,0.423793622204876,0.224664286072449
2005-2010,5131,2.8900293255132,0.541055718475073,0.323819499231264,0.643218059187043,0.406217216086929,0.295441339516535
2005-2010,5139,2.47803695849743,0.481369282035747,0.257919436771971,0.465093419364488,0.374466419611912,0.193242580870885
2005-2010,5141,2.05895439377086,0.334816462736374,0.309531380250514,0.544485471286098,0.8906261183893,0.587004630112811
2005-2010,5142,2.26028985507246,0.451014492753623,0.269401523710368,0.522336353774773,0.448840117728604,0.280462517737939
2005-2010,5143,2.32337146859678,0.480270838197525,0.299336143410147,0.582244916643296,0.462317477748338,0.290206400914278
2005-2010,5149,2.03917050691244,0.452534562211982,0.270873013114772,0.472843121184887,0.449435650279531,0.226218499299316
2005-2010,5150,2.75544899738448,0.554272013949433,0.547613225052557,0.665119608387851,0.973444016174357,0.355217872594233
2005-2010,5190,2.56125,0.5375,0.233965312959147,0.395668658687368,0.262806624329695,0.10896046638191
2005-2010,5211,3.02941176470588,0.514705882352941,0.282040715620604,0.611806459589385,0.370388835530264,0.260122219107863
2005-2010,5219,2.94927536231884,0.471014492753623,0.134984438953287,0.54780159989118,0.175254544761578,0.285740038331906
2005-2010,5220,2.50393700787402,0.549212598425197,0.350886685882099,0.67194694074985,0.443687967880634,0.331719496837215
2005-2010,5231,2.14150943396226,0.515094339622642,0.18474401629469,0.443374643785216,0.213327508949715,0.152991921284511
2005-2010,5232,3.77802197802198,0.483516483516484,0.111980024765617,0.806721908246878,0.134698576372238,0.507471470345663
2005-2010,5233,2.17553455992044,0.542516161113874,0.351372718576651,0.56795523982961,0.456810317495811,0.279441085334756
2005-2010,5234,3.15005599104143,0.457446808510638,0.320931253281003,0.669401801636755,0.560531456152873,0.373940250058711
2005-2010,5239,1.22137512353523,0.51136524071721,0.338176823540076,0.512097336393218,0.488264356939891,0.392488829409551
2005-2010,5259,1,,,1,,
2005-2010,5260,3.6271186440678,0.516949152542373,0.583929756207739,0.837127642098346,1.31141144682115,0.600441269174196
2005-2010,5510,1.22714330907941,0.425814615627966,0.118804670336651,0.265788611158675,0.181799588686381,0.176569872506452
2005-2010,5520,2.40240050536955,0.590018951358181,0.385588374983687,0.595268226423411,0.436076143560998,0.250220770456228
2005-2010,6010,5.25,0.75,0.862063163940511,0.847072251707466,2.08323168914967,1.31881801508226
2005-2010,6020,2.26031164069661,0.450045829514207,0.275261882518346,0.564385825719246,0.464124752229924,0.307527728251046
2005-2010,6110,1.69604863221885,0.465045592705167,0.288837613642826,0.459613287017643,0.467203628088656,0.289605839946591
2005-2010,6120,1.29107981220657,0.502347417840376,0.271173570170299,0.458451903506301,0.368591514719865,0.252428220173819
2005-2010,6200,2.6,0.8,0.922003585206721,0.947483374912115,2.95527553301775,4.16344365673155
2005-2010,6301,1.1131221719457,0.506787330316742,0.158794868798375,0.180942211715709,0.183714327315084,0.0987831630651523
2005-2010,6302,0.900763358778626,0.648854961832061,0.275274589379047,0.431185871842517,0.205556654340487,0.308356691757199
2005-2010,6304,2.68016194331984,0.572199730094467,0.214878611038212,0.41865782641525,0.204620803050751,0.104796308060563
2005-2010,6309,2.2668759811617,0.529042386185243,0.313492994581106,0.630655002310645,0.406512796247619,0.38785221313209
2005-2010,6410,3.03092783505155,0.690721649484536,0.924553010149664,0.95636801925538,5.48701758134704,1.5656406197834
2005-2010,6420,3.40769230769231,0.742307692307692,0.958279165900438,0.854493802345059,7.97363877978374,0.47060013996716
2005-2010,6511,4,1,1,1,,
2005-2010,6519,0.426858513189448,0.190647482014389,0.867662325817157,0.755067053405628,27.8338890315828,6.55517356176866
2005-2010,6591,2.625,,,0.173964787391425,,0.110315409140201
2005-2010,6592,0.655263157894737,0.553947368421053,0.751700826576625,0.59913334112998,2.43773984726105,0.732291571469676
2005-2010,6599,0.805970149253731,0.0597014925373134,0.00821873484052222,0.164083378360895,0.13051776463776,0.239911907645457
2005-2010,6601,4.5,0.5,0.13821643014914,0.396544010596302,0.160384155586837,0.0834440222328617
2005-2010,6603,2.36842105263158,0.368421052631579,0.70970352575065,0.531313707753499,4.19100720640345,0.302299550349162
2005-2010,6711,2.8,0.266666666666667,0.0814553456812764,0.311668063646573,0.243866424533982,0.0754645753466213
2005-2010,6719,20.8888888888889,0.555555555555556,0.0346577781144654,0.841769567741696,0.0287216511025661,0.311270556525362
2005-2010,6720,2.58333333333333,0.625,0.409988416175232,0.550084804288636,0.416929186560171,0.177480157902046
2005-2010,7010,7.625,0.625,0.336403205748238,0.847119778282567,0.304163499880269,0.393627815755495
2005-2010,7110,3.43579766536965,0.38651102464332,0.18301308069223,0.528460008369317,0.355559187539923,0.296571665098094
2005-2010,7120,3.77608695652174,0.65,0.269637040902629,0.837926284234431,0.198790442563079,0.4821791429898
2005-2010,7211,7.47422680412371,0.670103092783505,0.456877887367506,0.785723669499647,0.414132463335197,0.298407435838478
2005-2010,7212,2,0.4,0.859404230824579,0.973818316100443,9.16888433981576,7.43892806770099
2005-2010,7221,3.99166666666667,0.575,0.374782909286277,0.836005858634306,0.443067630114892,0.798190836463274
2005-2010,7229,10,1,1,1,,
2005-2010,7230,2.75,0.535714285714286,0.414178894698375,0.661874229114294,0.612738323736404,0.305061723751855
2005-2010,7310,28.5,0.5,0.00849231114183748,0.230476978259181,0.00856504819606328,0.0210179846200618
2005-2010,7320,2.75936435868331,0.617480136208854,0.318661316564639,0.592898152199122,0.289732557706288,0.181524267481946
2005-2010,7330,5.3,0.3,0.019014305574241,0.80539088121329,0.0452266666666667,0.312340027173539
2005-2010,7350,4.61111111111111,0.583333333333333,0.1596517939322,0.97585312442973,0.135702075452109,1.94762531909013
2005-2010,7390,2.77777777777778,0.703703703703704,0.64771170183612,0.98708706136534,0.774140719359659,5.09611374705915
2005-2010,7411,9.53472222222222,0.548611111111111,0.406255303673173,0.805212841594282,0.562970406242844,0.18967949407141
2005-2010,7412,2.39072847682119,0.52317880794702,0.334155318118204,0.451980225930025,0.457383872442649,0.20333213010146
2005-2010,7413,2.71631205673759,0.588652482269504,0.127529679184118,0.805582040636913,0.10214344612853,0.302923281374718
2005-2010,7414,4.1787072243346,0.629277566539924,0.457859017940312,0.900636860321306,0.497537880639204,0.626816342978246
2005-2010,7421,3.42293906810036,0.444444444444444,0.243830169245227,0.642664085642204,0.403067801914695,0.306260721356973
2005-2010,7422,2.60344827586207,0.53448275862069,0.589076102905214,0.414086726952554,1.24856764671723,0.201256298907491
2005-2010,7430,3.57884615384615,0.588461538461539,0.453223765644813,0.666644228760269,0.57968944396739,0.254317863411928
2005-2010,7491,2.57894736842105,0.739612188365651,0.536323247342973,0.703858162308682,0.407218867893526,0.273161495008023
2005-2010,7492,3.40104166666667,0.515625,0.317618265505811,0.729304175021228,0.437245985017664,0.325942544965704
2005-2010,7493,4.49593495934959,0.495934959349594,0.295423670227731,0.618132507216785,0.426166291042054,0.266369904322888
2005-2010,7494,0.732851985559567,0.404332129963899,0.280400489641315,0.412953496188067,0.574055430992386,0.578694126705816
2005-2010,7495,4.375,0.375,0.113208743481224,0.31257497533671,0.212768492865016,0.0909408194704035
2005-2010,7499,4.94456289978678,0.571428571428571,0.303846391123642,0.849591133463015,0.32734843350242,0.584584136437746
2005-2010,8011,15.875,0.5,0.332590942835932,0.820545522361123,0.49833147942158,0.144013979479518
2005-2010,8012,10.75,0.25,0.202414772727273,0.973279900816467,0.761353517364203,2.54127982189597
2005-2010,8021,11.5,,,0.601164294576469,,0.0983020489501106
2005-2010,8022,3.27604166666667,0.619791666666667,0.435937646434038,0.535128016955766,0.474103497027349,0.153727992929509
2005-2010,8030,13,1,1,0.989034141631183,,3.46892814029911
2005-2010,8090,3.83060109289618,0.617486338797814,0.550691413058568,0.704239857256309,0.759247171077483,0.24456563486917
2005-2010,8511,1.83636363636364,0.454545454545455,0.110665217639993,0.476375793022957,0.149323138824716,0.198166973260981
2005-2010,8513,4.33057851239669,0.471074380165289,0.422094035480934,0.483230549057143,0.820081767966877,0.133840492499841
2005-2010,8514,1,0.75,0.98309705561614,0.235761589403974,19.3870967741935,0.154246100519931
2005-2010,8519,4,0.611111111111111,0.072582273369675,0.893240716732399,0.0498035761995705,0.581032425753121
2005-2010,8520,7,1,1,1,,
2005-2010,8531,5,0.75,0.184271754304328,0.135047437660918,0.0752994865944096,0.0156132767900832
2005-2010,8532,5.5,0.5,1,0.119331964918828,Inf,0.0246366622042011
2005-2010,9011,1.97333333333333,0.68,0.313928962671884,0.680598319001408,0.215329417091866,0.273555568797511
2005-2010,9012,0.4375,0.4375,0.0711566974263648,0.808005637581151,0.0984958196413043,3.60727394314287
2005-2010,9013,18.25,0.5,0.623140495867769,0.956293675428016,1.65350877192982,2.39780644843785
2005-2010,9014,3.12903225806452,0.629032258064516,0.337744187320164,0.87840473507859,0.300763640924838,0.5213199088741
2005-2010,9019,11.625,0.875,0.980897009966777,0.946080802775436,7.33540372670808,1.8866957190464
2005-2010,9020,3,0.5,0,1,0,
2005-2010,9033,1.57142857142857,0.142857142857143,6.02213737699784e-06,0.0516493209414444,3.6133041860129e-05,0.0643644887013284
2005-2010,9041,3.92592592592593,0.518518518518519,0.361249958066356,0.346338741180691,0.525160653794356,0.084975041283365
2005-2010,9049,2.01069518716578,0.524064171122995,0.349186606966132,0.303024238279996,0.487264786769724,0.120255566185778
2005-2010,9199,2.77777777777778,0.444444444444444,0.160579981752275,0.627965099915564,0.239123410005582,0.135033589541851
2005-2010,9200,1.92578125,0.31640625,0.0853790572973949,0.260984980575694,0.201680190828281,0.118195046238036
2005-2010,9301,2.12962962962963,0.685185185185185,0.259891909304032,0.427327235129986,0.161341022572026,0.0908414878567386
2005-2010,9302,2.6,0.71,0.844647615322561,0.750065374126788,2.22073780210769,0.311647111576115
2005-2010,9303,2.6,0.8,0.0938735177865613,0.370024364359277,0.0258996728462377,0.0903635348185246
2005-2010,9309,5.59322033898305,0.581920903954802,0.429496467021822,0.930285567809782,0.540873560706971,1.13223787995145
2010-2015,,212.285714285714,0.714285714285714,0.209924072291734,0.392140713231747,0.106280454791554,0.388112461805283
2010-2015,111,0.561538461538462,0.353846153846154,0.0949753304753846,0.558467265588601,0.191633684707778,1.31681737234821
2010-2015,112,0.714285714285714,0.380952380952381,0.0158442977916518,0.720326162192559,0.0261614944196945,0.858531218412254
2010-2015,113,0.618677042801556,0.342412451361868,0.194550084616269,0.272475291647715,0.46387067300377,0.317991874478856
2010-2015,115,1.83333333333333,0.479166666666667,0.500868475300944,0.376391566520054,1.09073907141038,0.157751344017785
2010-2015,116,1.65983606557377,0.504098360655738,0.300141190777597,0.299934824047098,0.421886303810572,0.123771101655083
2010-2015,117,0.683673469387755,0.571428571428571,0.339883984238023,0.208055475056924,0.386163919813805,0.0745011860062637
2010-2015,121,1.54824561403509,0.592105263157895,0.110754499240184,0.454579793591548,0.0858003148239978,0.229021330088037
2010-2015,122,1.55,0.525,0.19068550945188,0.289182659588606,0.213174219363517,0.141078555440104
2010-2015,123,1.67391304347826,0.673913043478261,0.125715659839651,0.502027976584856,0.0695770874447682,0.235670246144908
2010-2015,130,0.156593406593407,0.123626373626374,0.22198374032044,0.111083700890218,2.02260306348828,0.690597765838657
2010-2015,140,0.27810650887574,0.19926905673512,0.108787895076157,0.0743420308941657,0.49050816791314,0.228423609187645
2010-2015,150,0.75,0.5,0.422435897435897,0.704840940525588,0.731409544950056,0.796001249609497
2010-2015,200,0.831349206349206,0.454365079365079,0.157750195515825,0.200903779480444,0.224919028424743,0.163208927694955
2010-2015,500,0.892655367231638,0.661016949152542,0.462454397199688,0.518381556579153,0.441183222209603,0.384891032410034
